ID,Category,Years_Experience,Skills,Resume
RES0086,Android Development,3,Java; REST API; SQLite; Jetpack Compose; Material Design,"Motivated Android Development candidate (3 years experience, B.Com, Institute of Technology) proficient in Java, REST API, SQLite, Jetpack Compose, Material Design. Hands-on experience building solutions with Jetpack Compose and Material Design. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0143,Java Developer,7,Java; Hibernate; Maven; SQL; Microservices,"Motivated Java Developer candidate (7 years experience, M.Tech, National College) proficient in Java, Hibernate, Maven, SQL, Microservices. Hands-on experience building solutions with Microservices and Hibernate. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0526,Graphic Designer,2,Communication; InDesign; Creativity; Figma; UI/UX; Photoshop; Illustrator; Typography; Branding,"Result-driven Graphic Designer professional with 2 years of experience. Skilled in Communication, InDesign, Creativity, Figma, UI/UX, Photoshop, Illustrator, Typography, Branding. Completed B.Tech from Institute of Technology. Worked on projects involving Photoshop and Typography, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0028,Data Science,11,NumPy; Data Visualization; TensorFlow; Statistics; Python; A/B Testing; Tableau,"Motivated Data Science candidate (11 years experience, B.E., Technical Institute) proficient in NumPy, Data Visualization, TensorFlow, Statistics, Python, A/B Testing, Tableau. Hands-on experience building solutions with NumPy and TensorFlow. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0045,Web Development,2,Express.js; HTML; Git; TypeScript; MongoDB; REST API; React; CSS; Node.js,"Web Development specialist with 2 years in the industry, holding a B.Tech from National College. Core competencies include Express.js, HTML, Git, TypeScript, MongoDB, REST API, React, CSS, Node.js. Led initiatives using React that improved key metrics, and collaborated cross-functionally leveraging REST API. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0455,Mechanical Engineer,1,Project Management; Quality Control; Thermodynamics; Six Sigma; SolidWorks; AutoCAD; MATLAB; Manufacturing,"Result-driven Mechanical Engineer professional with 1 years of experience. Skilled in Project Management, Quality Control, Thermodynamics, Six Sigma, SolidWorks, AutoCAD, MATLAB, Manufacturing. Completed MCA from National College. Worked on projects involving Quality Control and MATLAB, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0562,Health and Fitness,8,First Aid; Communication; Client Assessment; Nutrition Planning; Exercise Physiology,"Health and Fitness specialist with 8 years in the industry, holding a BCA from Metropolitan University. Core competencies include First Aid, Communication, Client Assessment, Nutrition Planning, Exercise Physiology. Led initiatives using Communication that improved key metrics, and collaborated cross-functionally leveraging Client Assessment. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0325,Digital Marketing,7,Marketing Strategy; Email Marketing; SEO; Copywriting; Content Marketing; Excel; Social Media,"Motivated Digital Marketing candidate (7 years experience, B.Tech, National College) proficient in Marketing Strategy, Email Marketing, SEO, Copywriting, Content Marketing, Excel, Social Media. Hands-on experience building solutions with Excel and Email Marketing. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0551,Graphic Designer,9,Branding; Communication; Typography; Creativity; Figma; Illustrator,"Motivated Graphic Designer candidate (9 years experience, M.Sc, National College) proficient in Branding, Communication, Typography, Creativity, Figma, Illustrator. Hands-on experience building solutions with Creativity and Communication. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0378,HR,7,Conflict Resolution; Employee Engagement; Recruitment; Payroll; Performance Management; Excel,"Result-driven HR professional with 7 years of experience. Skilled in Conflict Resolution, Employee Engagement, Recruitment, Payroll, Performance Management, Excel. Completed MCA from Technical Institute. Worked on projects involving Recruitment and Performance Management, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0468,Mechanical Engineer,10,AutoCAD; MATLAB; Six Sigma; Quality Control; SolidWorks; Thermodynamics; Project Management,"Motivated Mechanical Engineer candidate (10 years experience, MCA, National College) proficient in AutoCAD, MATLAB, Six Sigma, Quality Control, SolidWorks, Thermodynamics, Project Management. Hands-on experience building solutions with Project Management and MATLAB. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0092,Android Development,7,Jetpack Compose; Kotlin; SQLite; REST API; MVVM; Material Design; Java; Android SDK; Git,"Motivated Android Development candidate (7 years experience, B.Tech, State University) proficient in Jetpack Compose, Kotlin, SQLite, REST API, MVVM, Material Design, Java, Android SDK, Git. Hands-on experience building solutions with Android SDK and Java. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0038,Data Science,6,Python; Excel; Scikit-learn; Data Visualization; Pandas; Tableau,"Data Science specialist with 6 years in the industry, holding a M.Tech from City College. Core competencies include Python, Excel, Scikit-learn, Data Visualization, Pandas, Tableau. Led initiatives using Tableau that improved key metrics, and collaborated cross-functionally leveraging Data Visualization. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0538,Graphic Designer,3,Illustrator; InDesign; Figma; UI/UX; Typography; Communication; Branding; Creativity,"Result-driven Graphic Designer professional with 3 years of experience. Skilled in Illustrator, InDesign, Figma, UI/UX, Typography, Communication, Branding, Creativity. Completed B.Com from Metropolitan University. Worked on projects involving Typography and Branding, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0125,Java Developer,0,Microservices; Hibernate; Spring Boot; REST API; JUnit; Java; Multithreading; Maven; Git,"Result-driven Java Developer professional with 0 years of experience. Skilled in Microservices, Hibernate, Spring Boot, REST API, JUnit, Java, Multithreading, Maven, Git. Completed BCA from National College. Worked on projects involving JUnit and Microservices, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
