Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description
JOB00349,HR Executive,HR,Schroeder-Kramer,Pune,Onboarding; Employee Engagement; Excel; Performance Management; Recruitment,3-6 years,7-17,"Schroeder-Kramer is hiring a HR Executive for our Pune office. You will use Onboarding, Employee Engagement, Excel, Performance Management, Recruitment daily and help scale our Recruitment capabilities. We value strong fundamentals in Performance Management and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00374,Sales Executive,Sales,"Watson, Anderson and Brown",Hyderabad,Negotiation; CRM; Sales Strategy; Excel; Cold Calling; Communication,8-11 years,5-10,"We are looking for a Sales Executive to join our growing team. The ideal candidate has hands-on experience with Negotiation, CRM, Sales Strategy, Excel, Cold Calling, Communication and can work independently on Communication-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Excel initiatives, and driving continuous improvement. 8+ years of relevant experience required."
JOB00268,Business Analyst,Business Analyst,Jimenez Ltd,Delhi NCR,Requirements Gathering; SQL; Stakeholder Management; Communication,7-10 years,18-25,"We are looking for a Business Analyst to join our growing team. The ideal candidate has hands-on experience with Requirements Gathering, SQL, Stakeholder Management, Communication and can work independently on Communication-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Requirements Gathering initiatives, and driving continuous improvement. 7+ years of relevant experience required."
JOB00214,Cybersecurity Analyst,Network Security Engineer,"Tapia, Vaughn and Lee",Chennai,Python; SIEM; IDS/IPS; Penetration Testing; Cryptography,2-5 years,10-13,"Exciting opportunity for a Cybersecurity Analyst at Tapia, Vaughn and Lee. Must be proficient in Python, SIEM, IDS/IPS, Penetration Testing, Cryptography, with practical exposure to Python and Penetration Testing. You'll work in an agile environment solving real business problems. 2+ years experience preferred."
JOB00159,Python Developer,Python Developer,Mccarthy Inc,Ahmedabad,REST API; Flask; SQL; Unit Testing; Docker; Git,7-10 years,16-18,"Mccarthy Inc is hiring a Python Developer for our Ahmedabad office. You will use REST API, Flask, SQL, Unit Testing, Docker, Git daily and help scale our Git capabilities. We value strong fundamentals in Unit Testing and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00075,Mobile App Developer,Android Development,Novak PLC,Hyderabad,Android SDK; Kotlin; MVVM; Firebase; Git,0-3 years,12-21,"We are looking for a Mobile App Developer to join our growing team. The ideal candidate has hands-on experience with Android SDK, Kotlin, MVVM, Firebase, Git and can work independently on Firebase-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to MVVM initiatives, and driving continuous improvement. 0+ years of relevant experience required."
JOB00175,Python Developer,Python Developer,Ramirez-Bean,Hyderabad,REST API; Django; SQL; Celery; Python; Pandas; Git; Flask,8-11 years,4-11,"We are looking for a Python Developer to join our growing team. The ideal candidate has hands-on experience with REST API, Django, SQL, Celery, Python, Pandas, Git, Flask and can work independently on Pandas-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to REST API initiatives, and driving continuous improvement. 8+ years of relevant experience required."
JOB00333,Talent Acquisition Specialist,HR,Torres Group,Ahmedabad,Performance Management; Employee Engagement; Payroll; Onboarding; HRIS; Conflict Resolution,0-3 years,7-15,"Exciting opportunity for a Talent Acquisition Specialist at Torres Group. Must be proficient in Performance Management, Employee Engagement, Payroll, Onboarding, HRIS, Conflict Resolution, with practical exposure to Onboarding and Employee Engagement. You'll work in an agile environment solving real business problems. 0+ years experience preferred."
JOB00171,Backend Python Engineer,Python Developer,Meadows PLC,Kolkata,Flask; SQL; Unit Testing; Celery; Django; REST API,3-6 years,6-10,"Meadows PLC is hiring a Backend Python Engineer for our Kolkata office. You will use Flask, SQL, Unit Testing, Celery, Django, REST API daily and help scale our REST API capabilities. We value strong fundamentals in Flask and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00275,Product Analyst,Business Analyst,Monroe-Carpenter,Kolkata,Requirements Gathering; Communication; Excel; Data Visualization,1-4 years,6-9,"Monroe-Carpenter is hiring a Product Analyst for our Kolkata office. You will use Requirements Gathering, Communication, Excel, Data Visualization daily and help scale our Communication capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00066,Frontend Developer,Web Development,Morton-Chase,Hyderabad,HTML; CSS; TypeScript; Git; Node.js; React; JavaScript,6-9 years,8-13,"Exciting opportunity for a Frontend Developer at Morton-Chase. Must be proficient in HTML, CSS, TypeScript, Git, Node.js, React, JavaScript, with practical exposure to TypeScript and CSS. You'll work in an agile environment solving real business problems. 6+ years experience preferred."
JOB00508,Fitness Trainer,Health and Fitness,Parker-Morrison,Hyderabad,First Aid; CPR Certified; Communication; Exercise Physiology; Nutrition Planning; Client Assessment,0-3 years,10-19,"Exciting opportunity for a Fitness Trainer at Parker-Morrison. Must be proficient in First Aid, CPR Certified, Communication, Exercise Physiology, Nutrition Planning, Client Assessment, with practical exposure to Nutrition Planning and CPR Certified. You'll work in an agile environment solving real business problems. 0+ years experience preferred."
JOB00408,Mechanical Design Engineer,Mechanical Engineer,Roberts-Sullivan,Mumbai,Manufacturing; Six Sigma; Thermodynamics; Quality Control; AutoCAD; SolidWorks; MATLAB; Project Management,6-9 years,5-12,"Roberts-Sullivan is hiring a Mechanical Design Engineer for our Mumbai office. You will use Manufacturing, Six Sigma, Thermodynamics, Quality Control, AutoCAD, SolidWorks, MATLAB, Project Management daily and help scale our Manufacturing capabilities. We value strong fundamentals in AutoCAD and a collaborative mindset. Minimum 6 years of experience in a similar role."
JOB00174,Backend Python Engineer,Python Developer,Lewis-Murphy,Delhi NCR,Flask; Celery; REST API; Python; Django; Docker; Pandas,1-4 years,4-8,"Exciting opportunity for a Backend Python Engineer at Lewis-Murphy. Must be proficient in Flask, Celery, REST API, Python, Django, Docker, Pandas, with practical exposure to Python and Django. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00396,Mechanical Design Engineer,Mechanical Engineer,Reed Inc,Mumbai,Project Management; Quality Control; Six Sigma; Manufacturing; AutoCAD; Thermodynamics; MATLAB; SolidWorks,1-4 years,17-25,"Exciting opportunity for a Mechanical Design Engineer at Reed Inc. Must be proficient in Project Management, Quality Control, Six Sigma, Manufacturing, AutoCAD, Thermodynamics, MATLAB, SolidWorks, with practical exposure to Thermodynamics and AutoCAD. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00520,Nutrition Consultant,Health and Fitness,"Richardson, Edwards and Ramirez",Noida,Program Design; CPR Certified; Client Assessment; Exercise Physiology,3-6 years,19-26,"Exciting opportunity for a Nutrition Consultant at Richardson, Edwards and Ramirez. Must be proficient in Program Design, CPR Certified, Client Assessment, Exercise Physiology, with practical exposure to Client Assessment and Program Design. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00250,Business Analyst,Business Analyst,Ruiz Ltd,Mumbai,Communication; Tableau; Requirements Gathering; Agile; Stakeholder Management; Excel; SQL; Power BI,1-4 years,7-17,"Exciting opportunity for a Business Analyst at Ruiz Ltd. Must be proficient in Communication, Tableau, Requirements Gathering, Agile, Stakeholder Management, Excel, SQL, Power BI, with practical exposure to SQL and Stakeholder Management. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00432,Civil Site Engineer,Civil Engineer,"Lopez, Jacobs and Mason",Chennai,Cost Estimation; Construction Management; AutoCAD; Structural Analysis,8-11 years,5-8,"Lopez, Jacobs and Mason is hiring a Civil Site Engineer for our Chennai office. You will use Cost Estimation, Construction Management, AutoCAD, Structural Analysis daily and help scale our Construction Management capabilities. We value strong fundamentals in AutoCAD and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00375,Sales Executive,Sales,"Hoffman, Santiago and Jenkins",Ahmedabad,Excel; Client Relationship Management; Communication; CRM; Cold Calling; Negotiation,2-5 years,7-11,"Hoffman, Santiago and Jenkins is hiring a Sales Executive for our Ahmedabad office. You will use Excel, Client Relationship Management, Communication, CRM, Cold Calling, Negotiation daily and help scale our Negotiation capabilities. We value strong fundamentals in Client Relationship Management and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00279,Business Analyst,Business Analyst,Pollard and Sons,Remote,SQL; Agile; Requirements Gathering; Stakeholder Management; Excel; Process Improvement; Communication; Power BI,5-8 years,6-9,"We are looking for a Business Analyst to join our growing team. The ideal candidate has hands-on experience with SQL, Agile, Requirements Gathering, Stakeholder Management, Excel, Process Improvement, Communication, Power BI and can work independently on Excel-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Requirements Gathering initiatives, and driving continuous improvement. 5+ years of relevant experience required."
JOB00067,Web Developer,Web Development,Williams PLC,Bengaluru,JavaScript; Express.js; CSS; MongoDB; Node.js; TypeScript; REST API,3-6 years,17-26,"Williams PLC is hiring a Web Developer for our Bengaluru office. You will use JavaScript, Express.js, CSS, MongoDB, Node.js, TypeScript, REST API daily and help scale our Express.js capabilities. We value strong fundamentals in REST API and a collaborative mindset. Minimum 3 years of experience in a similar role."
